First Name,Last Name,Company,Email,Phone,Lead Source,Lead Status,Industry,Created Date
Anne,Yu,Russell Ltd,omoore@bryant.com,+1-723-483-8935x9538,Email,Contacted,Software,2024-09-09
Diane,Hoffman,Huff LLC,susan12@knight.com,(958)264-1869x6561,Referral,New,Retail,2025-07-11
Maria,Smith,Stokes-Garcia,lindsayedwards@hooper-christensen.com,468.239.4840,Email,Converted,Healthcare,2025-06-14
Anthony,Chung,Goodwin-Smith,ysolomon@gmail.com,1683113950,Social Media,Lost,Retail,2024-08-05
Sierra,Brooks,Salazar LLC,crystal15@chavez.net,976.205.3440,Web,Contacted,Retail,2025-06-30
Tyler,Ramos,Myers-Brown,jessicahines@yahoo.com,+1-292-508-1776x02991,Email,New,Manufacturing,2025-05-12
Kimberly,Johnson,"Leonard, Baker and Waller",shawndavis@best.com,001-235-617-8170x321,Email,Qualified,Software,2024-08-17
Carrie,Smith,Robinson Group,david78@bray.info,844-490-2950,Email,Lost,Healthcare,2024-09-10
Michelle,Carter,Dudley Inc,justin03@yahoo.com,416.781.2778,Ads,Lost,Healthcare,2024-09-22
Rose,Jones,Fowler Group,fullerjose@jackson-payne.info,001-973-638-3182x8560,Email,Contacted,Healthcare,2024-11-26
Jeremy,Christensen,"Johnson, Floyd and Chapman",hbecker@yahoo.com,067.368.2050x6821,Ads,Lost,Retail,2025-03-30
Mary,White,"Bailey, Craig and Miller",alexis58@yahoo.com,469-218-2192,Social Media,Qualified,Software,2024-11-22
Ashley,Novak,"Friedman, Grant and Ferguson",russelllynch@yahoo.com,+1-022-050-9386,Ads,Lost,Software,2025-04-23
Carmen,Holt,"Costa, Wong and Evans",hollandjustin@yahoo.com,+1-887-071-5238x6767,Phone Inquiry,Converted,Finance,2024-10-02
Amber,Stanton,Johnson PLC,omar19@gmail.com,001-779-876-8299x6872,Social Media,Qualified,Retail,2025-06-08
Mary,Flores,"Gonzalez, Gamble and Johnson",rossjacob@hotmail.com,504.056.6957,Web,New,Retail,2025-02-24
Benjamin,Nunez,Ramirez PLC,melissa44@villa.info,001-632-594-2328,Ads,Qualified,Retail,2025-05-01
Barbara,Adams,Greer-Walker,petersonfrank@cohen.com,+1-572-562-9269,Phone Inquiry,Converted,Manufacturing,2024-10-12
Miranda,Walker,"Franklin, Parks and Garcia",bwood@burns.net,095-744-3034x91891,Phone Inquiry,Contacted,Manufacturing,2025-07-12
Marisa,Sloan,"Washington, Williams and Boyd",josephjohnson@yahoo.com,641.547.1553,Phone Inquiry,Qualified,Healthcare,2024-08-28
Jay,Thompson,"Mercado, Roth and Alvarez",laurenwest@williams-moyer.com,(141)052-7698,Web,Qualified,Education,2024-09-03
Heather,Mills,"Brown, Oconnor and Anderson",nelsondavid@hotmail.com,856.225.8660x59867,Phone Inquiry,Qualified,Manufacturing,2025-02-12
Scott,Evans,Taylor Ltd,tonya48@hotmail.com,965-594-2824x91165,Web,New,Manufacturing,2024-07-27
Derek,Rosales,Williams LLC,brendajohns@gmail.com,215.513.0557,Ads,Lost,Retail,2024-07-31
Aimee,Schultz,Peters-White,kevin88@reyes.info,(736)774-6202,Social Media,Contacted,Software,2024-12-07
Meghan,Mercer,"Jackson, Wood and Clark",lindathompson@morton.com,(392)049-1060,Referral,Converted,Manufacturing,2025-06-26
Christopher,Sanchez,Burns-Harris,andrew27@yahoo.com,172.257.7545x84726,Phone Inquiry,New,Finance,2024-09-16
Michelle,Mcmahon,Thomas-Davis,jyoder@gmail.com,001-160-827-1721x7337,Web,Contacted,Manufacturing,2025-05-19
Jennifer,Robinson,"Rios, Levy and Frye",hunter29@browning.com,659-143-8823,Email,Qualified,Healthcare,2025-07-01
Garrett,Valdez,"Brandt, Clarke and Foley",angela44@martinez-hardy.info,001-732-643-0954x4979,Social Media,New,Education,2025-04-21
Jessica,White,Munoz-Charles,lopezgrant@gmail.com,(053)978-7137,Referral,Lost,Retail,2025-04-18
Paula,Murphy,"Bean, Bautista and Stone",anthonyleonard@taylor.biz,001-083-200-4879x7888,Email,Lost,Software,2025-06-18
Ashley,Bailey,Steele Ltd,jack86@gmail.com,001-030-443-6199x51715,Social Media,Contacted,Education,2025-06-07
Monica,Finley,"Duncan, Mcfarland and Davis",kimberlyblair@curry.com,483.093.0967x1397,Email,Lost,Retail,2024-08-23
Charlotte,Wilson,Williams-Hernandez,clarkdavid@bradshaw.com,1911166122,Ads,Qualified,Finance,2024-08-03
David,Griffith,Taylor-Cooper,jamesdean@hotmail.com,049.366.5380,Web,New,Manufacturing,2025-03-31
Harold,Curtis,"Shepherd, Frank and Garcia",craigmitchell@hotmail.com,+1-682-509-5229x46209,Referral,Lost,Education,2024-10-01
Jackie,Richardson,Griffith-Franco,trujillojason@carroll.org,013.712.4365x8585,Phone Inquiry,Converted,Software,2024-12-15
Kurt,Bradshaw,Mathis LLC,anthonybranch@henderson.org,(738)740-2990,Email,Qualified,Manufacturing,2025-01-06
Jennifer,Maynard,Simmons-Garza,davidheath@hotmail.com,+1-155-420-3403x0109,Phone Inquiry,Contacted,Education,2024-12-06
Rebecca,Sullivan,Elliott-Tate,rodney49@gmail.com,(795)546-2347x124,Email,Lost,Finance,2025-01-13
Ryan,Rodriguez,"Brown, Wilson and Bowers",clarklinda@sparks.biz,172-680-8081x571,Web,Contacted,Software,2024-09-13
Brittany,Oneill,Mccann Ltd,gmiller@ortiz.com,7351045847,Phone Inquiry,Contacted,Manufacturing,2024-11-11
James,Morales,Padilla Inc,iwhite@rhodes.org,703-180-5339x627,Phone Inquiry,New,Manufacturing,2025-07-11
Jonathan,Kim,Kim-Hernandez,warrenmariah@hotmail.com,000.466.6145x9011,Email,Qualified,Manufacturing,2024-08-06
Sergio,Tucker,Martinez-King,brenda88@hoover.com,001-053-152-0499,Web,Converted,Education,2025-01-28
Benjamin,Lawrence,"Greer, Underwood and Noble",pfowler@gmail.com,797.166.9841,Email,Qualified,Finance,2024-12-24
Rebecca,Moses,Robinson LLC,rcastillo@hall.com,(238)994-9919x70142,Ads,Contacted,Retail,2025-06-26
Ryan,Travis,"Taylor, Lewis and Williams",danieljenkins@gmail.com,+1-041-813-5998x98972,Social Media,Contacted,Software,2025-07-01
Daniel,Daugherty,Simon PLC,ochoamelissa@hotmail.com,(448)221-7588x3978,Referral,Contacted,Finance,2024-12-10
Samuel,Smith,Brown Inc,barnesluke@hotmail.com,236-914-9611,Phone Inquiry,New,Retail,2025-07-15
Eric,Macdonald,"Montoya, Nelson and Martin",stevengoodwin@hotmail.com,+1-704-095-3141x96156,Social Media,Converted,Retail,2024-08-04
Troy,Arnold,Thompson LLC,jennifer51@carpenter-trevino.biz,(409)649-6683,Phone Inquiry,Converted,Finance,2025-04-23
Joseph,Carr,Baker PLC,calvinsmith@hotmail.com,162-259-3648x82089,Social Media,New,Software,2025-05-20
Kimberly,Adams,Patel-Shaw,qtaylor@mendoza-ewing.net,991.609.1141x319,Email,Lost,Manufacturing,2025-06-30
Katherine,Hardy,Guerrero-Benitez,jenniferrodriguez@alvarez.com,230-458-8165x02544,Ads,Lost,Education,2025-01-26
Duane,Martinez,Patterson Ltd,heidihill@butler.info,001-182-498-9808x8067,Phone Inquiry,Lost,Education,2025-06-06
Andrea,Davis,Ramos Group,marydean@sims-valentine.net,(989)396-9874x86941,Web,Contacted,Retail,2024-11-22
Matthew,Green,Lara-Williams,jenniferfrazier@kirk.com,605.117.1603,Ads,New,Healthcare,2025-06-06
Caitlin,Mullins,"Aguirre, Clark and Edwards",craigriley@yahoo.com,(906)700-0994x248,Phone Inquiry,Converted,Retail,2025-02-28
John,Williams,Lutz-Fleming,areynolds@gmail.com,642-045-6577x58097,Referral,Converted,Manufacturing,2025-05-17
Stephanie,Tate,Lee PLC,yanderson@scott-sullivan.biz,(265)401-6599,Social Media,Contacted,Finance,2024-11-29
Jeremy,Brown,"Frederick, Coleman and Foley",edwinwhite@patterson-keith.info,625-916-0112x4115,Phone Inquiry,Converted,Software,2025-07-06
Teresa,Gordon,Ferguson-Holmes,smithrebecca@hotmail.com,1798677823,Web,Converted,Finance,2025-06-22
Christian,Lane,Wallace-Floyd,sean64@little.com,(120)384-3753,Email,Contacted,Finance,2025-01-01
Michael,Chapman,Delacruz-Patel,terri25@yahoo.com,242.183.8545x40064,Email,Contacted,Retail,2024-11-13
Denise,Mitchell,Morgan-Thomas,rodriguezsheryl@michael.com,001-897-917-7633x42720,Social Media,Qualified,Software,2024-09-30
Mikayla,Peters,Cohen-Weiss,jennifer80@gmail.com,+1-630-453-0693x588,Email,Contacted,Manufacturing,2025-06-05
Duane,Hanson,Rivera and Sons,johnsonsamantha@hotmail.com,+1-181-677-8481x6524,Social Media,Qualified,Finance,2024-10-24
Jonathan,Santiago,Green-Simmons,haley79@robinson.com,+1-539-128-7884x8699,Ads,Qualified,Education,2025-02-27
Ronald,Willis,"Frank, Dyer and Duran",victoria57@warner.info,+1-246-301-9864x24238,Social Media,New,Education,2025-03-26
Jeremy,Cole,"Young, Bradley and Garcia",kjohnson@clark.com,001-983-221-0102x320,Ads,Contacted,Education,2024-07-24
Bryan,Boyd,Hamilton-Wilson,hespinoza@kelley.com,(614)038-4531x980,Social Media,Contacted,Finance,2025-05-19
Timothy,Fisher,"May, Lee and Parker",johnsonjames@gmail.com,620.545.9671x500,Ads,Converted,Manufacturing,2025-01-03
Ryan,Prince,Henderson-Davis,thendricks@fletcher.com,078-516-9949x7089,Social Media,Qualified,Education,2024-07-23
Michael,Hoffman,Jordan PLC,angela68@bradley.org,083.868.8891x787,Web,New,Software,2025-05-17
Christina,Diaz,Pratt-Patterson,kanthony@yahoo.com,(093)201-2657x8982,Web,Converted,Retail,2024-12-12
Alexis,Levine,"Bond, Juarez and Baird",shelleybowers@yahoo.com,851-777-4127x46921,Ads,Contacted,Education,2024-08-24
Amber,Robles,"Arnold, Ramirez and Franklin",ryanthompson@gmail.com,+1-758-917-0454x218,Phone Inquiry,Converted,Manufacturing,2024-11-29
Erin,Watson,Flores PLC,kirkdonald@crawford-smith.org,0163564072,Web,Lost,Manufacturing,2024-10-08
Margaret,Ramirez,Braun-Gordon,adam17@hotmail.com,+1-822-473-1261x6850,Social Media,Qualified,Manufacturing,2025-01-20
Cameron,Hartman,"May, Mullins and Brown",theresa92@blackwell-rodriguez.com,261-053-7092x30071,Email,Lost,Finance,2025-05-28
Russell,Edwards,Smith Group,wileyaudrey@yahoo.com,+1-543-298-7698,Ads,Lost,Retail,2025-02-25
Jason,Mathews,Anderson-Scott,gutierrezjessica@hotmail.com,001-827-348-1310x4502,Phone Inquiry,New,Manufacturing,2024-12-01
Kim,Beck,Walker-White,jason57@yahoo.com,352.680.6486x06739,Web,Contacted,Healthcare,2025-02-15
Jeffery,Robbins,Macdonald-Galvan,tammy53@morse-salinas.com,(280)550-7740x6579,Phone Inquiry,Lost,Healthcare,2024-11-25
Michael,Diaz,Moore-Cunningham,fernandezmathew@rodriguez-snyder.com,001-091-311-1786x1902,Referral,Qualified,Education,2024-11-22
Linda,Padilla,Fleming-Brown,cynthiasullivan@watson.com,001-120-122-7595x002,Referral,Qualified,Manufacturing,2025-06-16
Robert,Burnett,Miller Inc,michellearias@yahoo.com,+1-947-950-7407x1732,Email,Qualified,Healthcare,2025-01-14
Brooke,Williams,Erickson-Lawrence,mcintyreelizabeth@gmail.com,0649340391,Referral,Qualified,Education,2024-07-19
Joshua,Martinez,Johns Group,caleb84@austin.com,+1-928-553-5952x056,Social Media,New,Retail,2024-08-14
Arthur,Russell,Hudson-Lane,jduncan@jones.info,403.784.2339x4495,Referral,Lost,Software,2025-06-17
Jeffrey,Smith,Ellis-Blake,mark32@bailey.biz,426-241-7842x90292,Email,Lost,Finance,2024-10-10
Kristina,Parker,Jones Ltd,daypatricia@williams.net,+1-684-302-1166,Referral,New,Software,2025-01-06
Jeffrey,Taylor,Campbell Ltd,kcook@hotmail.com,+1-759-212-9964,Email,Lost,Education,2024-09-21
Randall,Hall,Barnes and Sons,stephengomez@jones.info,9207115238,Phone Inquiry,Contacted,Finance,2024-07-20
Henry,Reynolds,Garcia PLC,gomezrenee@boyd.com,+1-591-611-8638x55881,Email,Converted,Manufacturing,2025-04-27
Brianna,Edwards,"Ford, Kaufman and Jackson",chawkins@williams.com,893.186.9289x7284,Email,Contacted,Finance,2024-11-23
Suzanne,Collins,Sandoval PLC,jenniferwoods@brown.com,+1-482-322-0414x474,Phone Inquiry,Converted,Healthcare,2025-03-29
Jason,Anderson,"Dalton, Adkins and Jones",jacquelinenunez@hotmail.com,+1-020-304-2322x7752,Phone Inquiry,Qualified,Healthcare,2025-04-14
Nancy,Sanchez,"Lee, Roach and Malone",drogers@king-gonzalez.com,(937)775-6919x832,Web,New,Healthcare,2025-05-12
Chad,Johnson,Ewing Inc,harrisonnicholas@hotmail.com,2983104384,Social Media,Lost,Finance,2024-08-12
Christine,Myers,Bradley and Sons,gtucker@richardson.com,(670)636-2198x65504,Referral,Converted,Retail,2025-02-28
Justin,Hines,Turner-Johnson,rpetty@yahoo.com,+1-339-650-4962x732,Web,New,Retail,2025-06-11
Gary,Taylor,Davis and Sons,kristiwade@hotmail.com,854-218-8087x99196,Phone Inquiry,Converted,Manufacturing,2024-09-13
Danielle,Ramsey,"Miller, Burke and Fleming",jamesmorgan@gmail.com,(472)505-8333,Ads,Lost,Retail,2024-10-27
Stacy,Avery,Lamb and Sons,mccarthymichael@rice.com,(769)475-7694x535,Social Media,New,Software,2024-10-19
Samuel,Elliott,Long-Velazquez,jordanrebecca@gmail.com,254-508-0959,Phone Inquiry,Contacted,Retail,2025-07-09
Shelby,Romero,Lopez-Ross,kristin59@sanders-richard.com,307-423-5914,Ads,Qualified,Healthcare,2024-09-26
Paul,Fitzpatrick,Williams-Contreras,johnmerritt@yahoo.com,454-307-9637,Email,New,Healthcare,2024-10-13
Damon,Solomon,Johnson Ltd,wbentley@thomas.com,(871)845-2354x268,Web,Converted,Education,2025-05-23
Steven,Adams,"Santos, Shelton and Williams",dawnmartin@hotmail.com,+1-086-523-7772x96656,Referral,Qualified,Education,2024-09-29
James,Smith,Bartlett-Brewer,lisa78@johnson.com,+1-800-027-2214x2573,Email,New,Healthcare,2024-09-02
Ronald,Munoz,Ponce Ltd,kathrynrice@benson.com,136.955.2862,Social Media,Lost,Education,2025-07-05
Jennifer,Burke,Johnston Ltd,mauriceball@hotmail.com,(332)227-3938x992,Email,Converted,Manufacturing,2024-07-18
Justin,Farrell,"Steele, Kline and Decker",davidhenderson@gmail.com,507.610.8708x26971,Social Media,New,Finance,2025-05-10
William,Moore,James Inc,zmartinez@gomez.com,+1-821-764-8467,Web,Lost,Retail,2024-10-03
Mark,Molina,Thomas and Sons,stephaniegillespie@smith.com,(589)222-5606,Email,Converted,Retail,2024-09-27
Lori,Williamson,Clark-Douglas,marissareid@hotmail.com,311.804.6741x3075,Referral,Contacted,Education,2024-10-14
Melissa,Dodson,Delgado LLC,beasleycharles@thompson-guerrero.net,639-756-1547x0554,Social Media,Lost,Education,2025-02-23
Charles,Thompson,"Keller, Richardson and Patterson",joneskatie@hotmail.com,564-091-9693x95787,Web,New,Software,2024-12-03
Linda,Brown,Shepherd Inc,ryanmoore@gmail.com,971-212-4139,Referral,Qualified,Healthcare,2024-10-20
Karen,Jordan,"Powell, Patel and Holland",knightalexandra@gmail.com,267-731-9227,Social Media,Lost,Finance,2025-03-28
Pedro,Duran,Haley-Dominguez,ogomez@gmail.com,+1-943-191-6543x0895,Social Media,Converted,Finance,2024-09-26
Jesse,Thomas,Martinez Inc,hamptontom@yahoo.com,497-470-0026x876,Email,Converted,Retail,2024-11-13
Kyle,Ortega,Crawford-Evans,fmclean@yahoo.com,656.045.0063,Referral,Lost,Education,2024-12-02
Leroy,Walker,Johnson Ltd,annette92@yahoo.com,119.529.6353x059,Ads,Qualified,Education,2025-01-14
Jennifer,White,Rodriguez-Rice,bcraig@yahoo.com,159.489.8959,Email,Converted,Education,2024-12-17
Michael,Campbell,"Hamilton, Evans and Rivera",julie44@gmail.com,916-999-3934x4974,Social Media,Lost,Manufacturing,2024-10-13
Bailey,Nelson,Baker-Fox,jeffreywatkins@fisher.com,001-889-413-2109,Social Media,Qualified,Healthcare,2025-01-07
David,Vazquez,Dalton Inc,kevin85@gmail.com,655-792-2030x0449,Web,Qualified,Retail,2025-01-02
Melanie,James,Hernandez PLC,morrowdonald@baxter.com,001-756-589-6359x5708,Ads,New,Healthcare,2025-07-18
Russell,Drake,"Lynch, Blackburn and Green",jaime56@yahoo.com,113.885.0342,Social Media,Qualified,Manufacturing,2024-09-29
Maria,Moore,"Yang, Johnson and Wright",qcarter@yahoo.com,104.379.6868,Ads,New,Education,2025-06-05
Anthony,Arnold,"Edwards, Zimmerman and Thomas",dmullins@gmail.com,+1-177-417-4304x3502,Phone Inquiry,Qualified,Manufacturing,2024-10-14
Amanda,Moody,Valentine-Martin,lmyers@yahoo.com,001-523-328-2930x20256,Social Media,Converted,Finance,2025-02-25
Victoria,Lewis,Hall and Sons,ricky71@schwartz.info,(076)279-9553x024,Ads,New,Education,2025-03-24
Mitchell,Brown,Kent Ltd,bjackson@gmail.com,202-847-1901x722,Phone Inquiry,Contacted,Education,2025-04-01
Laura,Carter,Brown-Olsen,donna87@hotmail.com,001-177-546-1992x40658,Ads,Converted,Healthcare,2024-10-14
Amanda,Knapp,Kramer Group,william12@stewart.org,001-566-844-8237x337,Referral,Contacted,Software,2025-02-25
Kayla,Jones,Garcia Inc,wilsonstephen@williams.net,(901)707-4039x25199,Social Media,New,Finance,2025-03-14
Johnathan,Kelly,"Flores, Blackwell and Duran",thompsondouglas@yahoo.com,(433)872-2054x2216,Web,Lost,Retail,2024-09-24
Nicholas,Flores,Garza-Lucas,jodysmith@velasquez.com,048.878.9950x470,Phone Inquiry,Contacted,Healthcare,2025-05-26
Gabriel,Dalton,"Vega, Cannon and Cohen",jake77@hanson-mckee.biz,(329)563-4277x75225,Ads,Contacted,Healthcare,2025-02-23
Eric,Barnes,Bailey-Miller,valdezashley@hernandez.com,563-029-5596,Social Media,Converted,Healthcare,2024-10-16
Ryan,Ford,"Burnett, Brewer and Jackson",bradbennett@yahoo.com,+1-498-085-1331x38004,Ads,New,Manufacturing,2025-02-25
Amanda,Rosales,"Foley, Brown and Day",clintonpoole@watson.net,+1-158-268-6876x40191,Referral,Converted,Finance,2025-02-09
Mark,Hawkins,Price LLC,williamspaul@reilly.net,358.566.4641x9623,Social Media,Qualified,Manufacturing,2024-11-10
Donna,Rodriguez,Espinoza Group,charleswhite@vaughn-williams.com,+1-483-147-8911x797,Phone Inquiry,Converted,Healthcare,2024-09-15
Marcia,Sullivan,"Wheeler, Austin and Johnston",williegonzalez@dunn.biz,(020)005-3285x38631,Email,Contacted,Healthcare,2024-07-19
Marc,Williams,Nelson PLC,mcconnellangela@buckley.com,+1-990-076-8627x63328,Social Media,Qualified,Education,2025-06-28
Jamie,Wiggins,"Orozco, Nunez and Andrade",lisarussell@miller.net,001-626-713-6841x01328,Email,Qualified,Education,2025-05-21
Eric,Mccullough,"Lynch, Garcia and Fernandez",rachael79@chase.com,(776)106-5920x8814,Phone Inquiry,Contacted,Finance,2024-10-22
Kayla,Howell,Lawson-Huber,shull@gomez.biz,001-838-457-2026,Email,Converted,Retail,2024-12-11
Miguel,Ashley,Ferguson-Gallagher,taylorshane@yahoo.com,+1-899-255-3946x074,Referral,Qualified,Retail,2025-06-27
Derek,Hensley,Wallace Ltd,kathyjenkins@hotmail.com,179-967-0808x9747,Ads,Contacted,Manufacturing,2024-10-24
Angie,Jennings,"Mitchell, Hill and Mckay",daniel73@combs-stone.com,698.816.4980,Ads,Lost,Retail,2024-10-29
Kelly,Smith,"Jackson, Bowman and Drake",tammie10@ross.com,(648)900-8248x4581,Phone Inquiry,Qualified,Education,2025-05-13
Jeffrey,Hawkins,"Berry, Lee and Wade",timothy88@montgomery.info,185-630-2750x003,Ads,Qualified,Retail,2024-08-04
Erin,Cortez,"Powell, Vargas and Booth",andredonaldson@yahoo.com,(418)493-7846x7908,Web,Converted,Manufacturing,2025-05-09
Timothy,Le,Valdez PLC,robertday@gmail.com,1365103444,Social Media,Lost,Healthcare,2024-10-23
David,Larson,Long LLC,zhansen@yahoo.com,(406)221-5599,Email,Contacted,Retail,2025-01-03
Monica,Taylor,Tate-Lopez,lynchmartin@frederick.com,047.476.4845x593,Web,Qualified,Manufacturing,2025-03-08
Samuel,Jackson,Ferguson LLC,irivas@cook-bailey.com,(900)362-2117,Web,Qualified,Healthcare,2024-10-17
Sandra,Bowman,"Booker, Simpson and Coleman",christinapeters@hotmail.com,+1-585-229-4252x51618,Ads,Qualified,Manufacturing,2024-11-22
Tracy,Mendez,Jones-Rogers,coxcarol@west-parker.info,535.247.8417,Phone Inquiry,Contacted,Finance,2024-09-02
Michael,Evans,"Stevens, Green and Boone",cooktracy@johnson.biz,133-892-6087,Social Media,Qualified,Education,2025-01-30
Amanda,Thompson,"Jones, Bauer and Castillo",alecwilcox@yahoo.com,(515)217-4653,Ads,Qualified,Finance,2025-07-12
Mark,Perez,"Williams, Hunt and Boyer",mjennings@yahoo.com,671-776-2969x143,Web,Converted,Manufacturing,2024-10-07
Lisa,Taylor,"Johnston, Oneal and Soto",teresa50@hotmail.com,001-990-010-8985,Social Media,Contacted,Finance,2025-01-20
Jeremy,Smith,Wall Ltd,codymiller@hotmail.com,(844)246-4884x99795,Web,Converted,Finance,2025-01-04
George,Bartlett,Colon-Wu,karen28@hotmail.com,902-217-9789,Ads,Contacted,Software,2025-03-31
Phyllis,Singleton,Wilkins LLC,droach@howe.net,451-436-7286x8112,Web,Lost,Retail,2025-04-25
Jeff,Johnson,"Shaw, Walton and Sweeney",lanechelsea@flowers-miller.com,001-009-921-7790,Ads,Lost,Software,2024-12-08
Leslie,Castro,Middleton-Richards,christopher58@potter.com,001-532-601-1939x10382,Ads,Contacted,Software,2025-06-14
Ashley,Wells,Lucas LLC,sanchezronald@hotmail.com,8581810450,Social Media,Contacted,Healthcare,2025-06-24
Derek,Lewis,Clark-Jones,wharris@yahoo.com,(713)589-6933,Ads,Lost,Healthcare,2024-12-02
John,Montgomery,"Smith, Cook and Morris",richardsonstephanie@yahoo.com,+1-315-663-9792x55116,Ads,Contacted,Retail,2024-11-07
John,Huber,"Williams, Anderson and Romero",dtucker@wyatt.org,(660)534-2816x44161,Email,Qualified,Manufacturing,2024-07-31
Patricia,Hanson,"Murray, Rush and Walters",amanda46@williams-brooks.com,3880273042,Web,New,Manufacturing,2025-01-22
Robert,Henderson,"Brennan, Baker and Green",wwilson@hotmail.com,953.096.9067,Social Media,Contacted,Education,2024-12-21
Jorge,Avila,"Dalton, Sims and Holt",glenherrera@mays-hicks.com,513-587-2717x43068,Ads,New,Finance,2025-02-20
Tracie,Mccormick,Combs-Hoover,kevinclark@wolf.com,+1-775-833-3647,Phone Inquiry,Contacted,Software,2025-01-08
Alexander,King,Love PLC,mcmahonmichael@petersen.com,+1-262-542-0412,Phone Inquiry,Lost,Finance,2025-06-17
Molly,Kline,"Johnson, Pearson and Cole",adamsjoshua@brown.info,001-941-932-4538x109,Ads,Qualified,Software,2025-01-21
Jennifer,Collins,"Mclean, Thomas and Hill",matthewsjill@yahoo.com,(649)632-2517,Web,Qualified,Education,2025-06-09
Kenneth,Thomas,Smith-Collier,robertrodriguez@williams.biz,630-702-8672,Social Media,New,Retail,2024-08-08
Sarah,Hernandez,Johnson LLC,abarry@taylor.net,001-005-779-5001,Email,Lost,Manufacturing,2025-01-26
John,Cook,"Sheppard, Johnson and Murray",lopezkimberly@hotmail.com,221.138.6908x716,Social Media,Converted,Healthcare,2025-01-26
Douglas,Wilson,Stewart-Weeks,fsparks@gmail.com,001-281-707-4436,Referral,Converted,Healthcare,2024-08-07
Tonya,Thomas,Malone LLC,michaeldavis@smith-peterson.com,001-412-094-4772,Email,Contacted,Software,2024-12-10
Christina,Clark,Fisher Ltd,cody27@yahoo.com,794-802-4559,Email,Contacted,Manufacturing,2025-02-12
Michael,Reyes,Rodriguez PLC,stephanie89@jackson.net,(498)647-8686x2376,Phone Inquiry,Qualified,Manufacturing,2024-08-09
Rebecca,Porter,Collins-Green,jnicholson@davila.org,7499216400,Referral,New,Manufacturing,2024-12-21
Ashley,Barber,"Mahoney, Mack and Dunlap",ufranklin@anderson.com,848-647-0821x398,Email,Qualified,Education,2024-12-24
Lucas,Reynolds,Klein Inc,cuevasjames@vasquez.com,(503)300-0088x634,Ads,Contacted,Finance,2025-05-02
Jennifer,Powell,Wheeler PLC,blackashley@kidd.com,9169232737,Social Media,Lost,Healthcare,2025-05-02
Marie,Nunez,"Acosta, Singh and Williamson",weaverjessica@yahoo.com,+1-186-746-3000,Social Media,Qualified,Software,2025-07-10
Candice,Randall,"Robertson, Sutton and Wright",sharpjohn@miller-davis.com,198-545-8294x20340,Phone Inquiry,New,Finance,2024-08-13
Michael,Nguyen,Ramirez Group,kmorris@harper.com,(672)010-8240x2818,Referral,Lost,Retail,2024-09-15
Samantha,Delgado,"Griffin, Nielsen and Roberts",susanmyers@schmidt.com,452.735.3642x3570,Referral,New,Retail,2024-07-21
Kenneth,Moore,Riddle PLC,daniel16@fuller.com,(904)610-0792x304,Phone Inquiry,Contacted,Healthcare,2024-12-30
Ricky,Brown,Hoffman PLC,fmiller@koch.com,001-615-120-4850,Email,Qualified,Retail,2025-01-27
Jill,Graham,Walker-Briggs,patrick04@hotmail.com,(276)346-0191,Social Media,Converted,Software,2024-11-24
Joel,Diaz,"Paul, Garrett and Harris",qbruce@gmail.com,(861)768-2251x272,Email,Qualified,Manufacturing,2024-12-18
Shawn,Smith,Boone-Padilla,sarah62@gmail.com,197-687-8494x771,Referral,New,Manufacturing,2025-04-01
Erik,Brown,Ward Inc,drakekevin@hotmail.com,422.354.3404x6682,Web,Lost,Retail,2024-08-29
Edward,Rogers,"Reynolds, King and Rodgers",michaelandrews@gmail.com,6441119738,Referral,Lost,Manufacturing,2025-02-16
Christopher,Thomas,Smith Ltd,kristopherrogers@hotmail.com,882-188-4968x0664,Social Media,Qualified,Manufacturing,2025-06-19
Kim,Reed,Velasquez Inc,martinnatalie@gonzalez-brady.com,001-230-160-4986x0372,Web,Qualified,Retail,2024-08-26
Jennifer,May,"Cruz, Archer and Harris",danielgriffin@dean.com,003-471-3171x978,Social Media,Contacted,Finance,2024-12-26
Brandon,Curry,"Todd, Henson and Moore",bowenjonathan@hotmail.com,+1-478-550-1137x5358,Referral,Lost,Finance,2024-09-20
Jasmin,Johnson,Grant Ltd,ruizkimberly@hotmail.com,001-037-161-6088x19722,Phone Inquiry,Converted,Retail,2025-06-30
James,Larson,"Schultz, Cruz and Castillo",toddmonroe@west.net,024-808-5578,Phone Inquiry,Converted,Healthcare,2024-07-30
Alexis,Curtis,"Parrish, Lee and Tate",kmaynard@myers.biz,+1-685-746-7067x516,Social Media,Contacted,Finance,2025-03-15
Hannah,Sanchez,Terry-Ayers,morrisjill@kline-colon.biz,070-335-0842,Ads,Converted,Software,2024-11-04
Melinda,Warner,"Rodriguez, Medina and Walker",amber48@robinson.com,691-053-0215,Social Media,Lost,Education,2025-07-07
Charles,Alvarez,Gallagher-Klein,richard33@hotmail.com,+1-534-811-0501x476,Ads,Qualified,Software,2024-10-26
Kayla,Moore,"Wilkins, Richards and Coleman",thomas85@garner-rocha.com,(817)751-2395,Social Media,New,Software,2025-05-11
Anna,Hunter,Cox-Moore,umartin@smith-phillips.com,(546)772-0517x10730,Social Media,Converted,Finance,2025-06-04
Vincent,Martinez,Trujillo-Fischer,timothysharp@gmail.com,754-380-2741,Social Media,Converted,Finance,2025-06-09
Kevin,Bradford,"Stevens, White and Williams",jordan68@zavala-barry.com,+1-840-766-4207,Referral,Qualified,Education,2025-03-28
